tweet_id,tweet_source,text,rating_numerator,rating_denominator,dog_stage,retweet_count,favourite_count,date,time,image_url,img_num,dog_breed,conf_level,dog
846514051647705089,TwitterforiPhone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13,10,doggo,12583,47214,2017-03-28 00:00:00,2018-06-25 00:07:32,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,golden_retriever,0.650003,True
845397057150107648,TwitterforiPhone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,doggo,1976,8066,2017-03-24 00:00:00,2018-06-25 22:08:59,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,dandie_dinmont,0.394404,True
836753516572119041,TwitterforiPhone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12,10,doggo,5071,20533,2017-03-01 00:00:00,2018-06-25 01:42:39,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1,mortarboard,0.936882,False
834574053763584002,TwitterforiPhone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13,10,doggo,2797,14672,2017-02-23 00:00:00,2018-06-25 01:22:14,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1,toilet_tissue,0.262936,False
832998151111966721,TwitterforiPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13,10,doggo,2450,14260,2017-02-18 00:00:00,2018-06-25 17:00:10,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,boxer,0.539036,True
832273440279240704,TwitterforiPhone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14,10,doggo,2580,12115,2017-02-16 00:00:00,2018-06-25 17:00:25,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,pembroke,0.134081,True
832032802820481025,TwitterforiPhone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12,10,doggo,5161,19167,2017-02-16 00:00:00,2018-06-25 01:04:13,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,whippet,0.601712,True
831939777352105988,TwitterforiPhone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12,10,doggo,6796,25750,2017-02-15 00:00:00,2018-06-25 18:54:34,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1,pomeranian,0.153862,True
831322785565769729,TwitterforiPhone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12,10,doggo,1686,9844,2017-02-14 00:00:00,2018-06-25 02:02:51,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1,old_english_sheepdog,0.999715,True
829449946868879360,TwitterforiPhone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,11,10,doggo,2255,11253,2017-02-08 00:00:00,2018-06-25 22:00:52,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,labrador_retriever,0.315163,True
829374341691346946,TwitterforiPhone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,13,10,doggo,10340,37252,2017-02-08 00:00:00,2018-06-25 17:00:26,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,staffordshire_bullterrier,0.757547,True
828381636999917570,TwitterforiPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,14,10,doggo,2464,13574,2017-02-05 00:00:00,2018-06-25 23:15:47,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,bedlington_terrier,0.392535,True
826958653328592898,TwitterforiPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,12,10,doggo,5566,23275,2017-02-02 00:00:00,2018-06-25 01:01:21,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,golden_retriever,0.6173890000000001,True
826848821049180160,TwitterforiPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,13,10,doggo,11416,39348,2017-02-01 00:00:00,2018-06-25 17:44:55,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,great_pyrenees,0.858764,True
826476773533745153,TwitterforiPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,12,10,doggo,4669,19838,2017-01-31 00:00:00,2018-06-25 17:06:32,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,german_shepherd,0.7418600000000001,True
826204788643753985,TwitterforiPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",13,10,doggo,1044,5254,2017-01-30 00:00:00,2018-06-25 23:05:46,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2,labrador_retriever,0.782058,True
821765923262631936,TwitterforiPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,13,10,doggo,1857,9125,2017-01-18 00:00:00,2018-06-25 17:07:18,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,golden_retriever,0.980071,True
821407182352777218,TwitterforiPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,14,10,doggo,4871,12764,2017-01-17 00:00:00,2018-06-25 17:21:47,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,irish_setter,0.5054960000000001,True
821107785811234820,TwitterforiPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,11,10,doggo,2381,10398,2017-01-16 00:00:00,2018-06-25 21:32:06,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1,pomeranian,0.85659,True
819924195358416896,TwitterforiPhone,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,11,10,doggo,5416,13943,2017-01-13 00:00:00,2018-06-25 15:08:56,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,1,bathtub,0.100896,False
819006400881917954,TwitterforiPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,14,10,doggo,21130,48875,2017-01-11 00:00:00,2018-06-25 02:21:57,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,prison,0.907083,False
819004803107983360,TwitterforiPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14,10,doggo,40955,93551,2017-01-11 00:00:00,2018-06-25 02:15:36,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,0.351308,True
817777686764523521,TwitterforiPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",13,10,doggo,2982,11599,2017-01-07 00:00:00,2018-06-25 16:59:28,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,curly-coated_retriever,0.733256,True
817777686764523521,TwitterforiPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",13,10,pupper,2982,11599,2017-01-07 00:00:00,2018-06-25 16:59:28,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,curly-coated_retriever,0.733256,True
813910438903693312,TwitterforiPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,11,10,doggo,2113,10097,2016-12-28 00:00:00,2018-06-25 00:52:25,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,siberian_husky,0.6993550000000001,True
813202720496779264,TwitterforiPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,11,10,doggo,2020,9974,2016-12-26 00:00:00,2018-06-25 02:00:11,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,cocker_spaniel,0.701852,True
813127251579564032,TwitterforiPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,11,10,doggo,3514,12915,2016-12-25 00:00:00,2018-06-25 21:00:18,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,norwegian_elkhound,0.432416,True
813096984823349248,TwitterforiPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,11,10,doggo,4061,11443,2016-12-25 00:00:00,2018-06-25 19:00:02,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,great_dane,0.128056,True
808106460588765185,TwitterforiPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,12,10,doggo,2454,9495,2016-12-12 00:00:00,2018-06-25 00:29:28,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1,golden_retriever,0.426183,True
808106460588765185,TwitterforiPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,12,10,pupper,2454,9495,2016-12-12 00:00:00,2018-06-25 00:29:28,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1,golden_retriever,0.426183,True
802265048156610565,TwitterforiPhone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",11,10,doggo,1525,6910,2016-11-25 00:00:00,2018-06-25 21:37:47,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,1,labrador_retriever,0.8971620000000001,True
802265048156610565,TwitterforiPhone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",11,10,pupper,1525,6910,2016-11-25 00:00:00,2018-06-25 21:37:47,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,1,labrador_retriever,0.8971620000000001,True
801115127852503040,TwitterforiPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,12,10,doggo,2352,8805,2016-11-22 00:00:00,2018-06-25 17:28:25,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,dalmatian,0.823356,True
801115127852503040,TwitterforiPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,12,10,pupper,2352,8805,2016-11-22 00:00:00,2018-06-25 17:28:25,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,dalmatian,0.823356,True
800018252395122689,TwitterforiPhone,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,11,10,doggo,14851,30996,2016-11-19 00:00:00,2018-06-25 16:49:49,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,1,vacuum,0.289485,False
799757965289017345,TwitterforiPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,13,10,doggo,2433,9175,2016-11-18 00:00:00,2018-06-25 23:35:32,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1,border_collie,0.442534,True
796484825502875648,TwitterforiPhone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,12,10,doggo,1982,8283,2016-11-09 00:00:00,2018-06-25 22:49:15,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1,cocker_spaniel,0.116924,True
795464331001561088,TwitterforiPhone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,13,10,doggo,26846,54439,2016-11-07 00:00:00,2018-06-25 03:14:10,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,golden_retriever,0.193082,True
786363235746385920,TwitterforiPhone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13,10,doggo,3945,11903,2016-10-13 00:00:00,2018-06-25 00:29:39,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,1,golden_retriever,0.929266,True
785639753186217984,TwitterforiPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10,10,doggo,2485,8521,2016-10-11 00:00:00,2018-06-25 00:34:48,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,1,porcupine,0.978042,False
785639753186217984,TwitterforiPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10,10,pupper,2485,8521,2016-10-11 00:00:00,2018-06-25 00:34:48,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,1,porcupine,0.978042,False
782747134529531904,TwitterforiPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11,10,doggo,1566,8125,2016-10-03 00:00:00,2018-06-25 01:00:34,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1,golden_retriever,0.560699,True
782305867769217024,TwitterforiPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12,10,doggo,6244,18155,2016-10-01 00:00:00,2018-06-25 19:47:08,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,1,briard,0.5044270000000001,True
775733305207554048,TwitterforiPhone,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,11,10,doggo,4480,15039,2016-09-13 00:00:00,2018-06-25 16:30:07,https://pbs.twimg.com/media/CsP1UvaW8AExVSA.jpg,1,long-horned_beetle,0.6138520000000001,False
775364825476165632,TwitterforiPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,11,10,doggo,3342,8071,2016-09-12 00:00:00,2018-06-25 16:05:54,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,3,beagle,0.571229,True
768193404517830656,TwitterforiPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq,8,10,doggo,3944,11824,2016-08-23 00:00:00,2018-06-25 21:09:14,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,1,lion,0.396984,False
767191397493538821,TwitterforiPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo https://t.co/QOKZdus9TT,13,10,doggo,4255,13296,2016-08-21 00:00:00,2018-06-25 02:47:37,https://pbs.twimg.com/media/CqWcgcqWcAI43jm.jpg,1,patio,0.708665,False
760893934457552897,TwitterforiPhone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,11,10,doggo,1077,4123,2016-08-03 00:00:00,2018-06-25 17:43:45,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,1,blenheim_spaniel,0.113992,True
759793422261743616,TwitterforiPhone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",12,10,doggo,2118,6441,2016-07-31 00:00:00,2018-06-25 16:50:42,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,2,golden_retriever,0.985876,True
759793422261743616,TwitterforiPhone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",12,10,pupper,2118,6441,2016-07-31 00:00:00,2018-06-25 16:50:42,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,2,golden_retriever,0.985876,True
758828659922702336,TwitterforiPhone,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,13,10,doggo,4240,12068,2016-07-29 00:00:00,2018-06-25 00:57:05,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,1,chesapeake_bay_retriever,0.480048,True
757393109802180609,TwitterforiPhone,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,10,10,doggo,1934,6298,2016-07-25 00:00:00,2018-06-25 01:52:43,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,2,labrador_retriever,0.787125,True
756526248105566208,TwitterforiPhone,All hail sky doggo. 13/10 would jump super high to pet https://t.co/CsLRpqdeTF,13,10,doggo,4006,11232,2016-07-22 00:00:00,2018-06-25 16:28:07,https://pbs.twimg.com/media/Cn-4m2CXYAErPGe.jpg,1,geyser,0.991273,False
755206590534418437,TwitterforiPhone,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k,14,10,doggo,5950,17754,2016-07-19 00:00:00,2018-06-25 01:04:16,https://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg,1,web_site,0.906673,False
752682090207055872,TwitterforiPhone,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,10,10,doggo,1785,6478,2016-07-12 00:00:00,2018-06-25 01:52:49,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,2,german_shepherd,0.299966,True
752660715232722944,TwitterforiPhone,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",10,10,doggo,1742,4752,2016-07-12 00:00:00,2018-06-25 00:27:52,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,2,goose,0.339324,False
752334515931054080,TwitterforiPhone,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,8,10,doggo,1218,4117,2016-07-11 00:00:00,2018-06-25 02:51:40,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,1,bedlington_terrier,0.399163,True
751583847268179968,TwitterforiPhone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,5,10,doggo,1233,4757,2016-07-09 00:00:00,2018-06-25 01:08:47,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,1,dalmatian,0.8683040000000001,True
751583847268179968,TwitterforiPhone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,5,10,pupper,1233,4757,2016-07-09 00:00:00,2018-06-25 01:08:47,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,1,dalmatian,0.8683040000000001,True
750011400160841729,TweetDeck,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,11,10,doggo,1005,3487,2016-07-04 00:00:00,2018-06-25 17:00:26,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,1,muzzle,0.23762,False
748932637671223296,TwitterforiPhone,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,13,10,doggo,2483,6293,2016-07-01 00:00:00,2018-06-25 17:33:49,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,1,borzoi,0.742912,True
748692773788876800,TwitterforiPhone,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,10,10,doggo,1466,4555,2016-07-01 00:00:00,2018-06-25 01:40:41,https://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg,1,ox,0.337871,False
745433870967832576,TwitterforiPhone,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,10,10,doggo,2790,7618,2016-06-22 00:00:00,2018-06-25 01:50:58,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,1,barrow,0.999962,False
744234799360020481,TwitterforiPhone,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,13,10,doggo,77209,128050,2016-06-18 00:00:00,2018-06-25 18:26:18,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,1,labrador_retriever,0.825333,True
741067306818797568,TwitterforiPhone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,12,10,doggo,3391,10083,2016-06-10 00:00:00,2018-06-25 00:39:48,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,golden_retriever,0.843799,True
741067306818797568,TwitterforiPhone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,12,10,pupper,3391,10083,2016-06-10 00:00:00,2018-06-25 00:39:48,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,golden_retriever,0.843799,True
739238157791694849,TwitterforiPhone,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,13,10,doggo,50773,73214,2016-06-04 00:00:00,2018-06-25 23:31:25,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,1,eskimo_dog,0.503372,True
735256018284875776,TwitterforiPhone,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,8,10,doggo,965,3581,2016-05-24 00:00:00,2018-06-25 23:47:49,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,1,staffordshire_bullterrier,0.523191,True
733109485275860992,TwitterforiPhone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",12,10,doggo,17307,45316,2016-05-19 00:00:00,2018-06-25 01:38:16,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,golden_retriever,0.945523,True
733109485275860992,TwitterforiPhone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",12,10,pupper,17307,45316,2016-05-19 00:00:00,2018-06-25 01:38:16,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,golden_retriever,0.945523,True
732375214819057664,TwitterforiPhone,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,11,10,doggo,2747,8610,2016-05-17 00:00:00,2018-06-25 01:00:32,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,1,tennis_ball,0.998673,False
727644517743104000,TwitterforiPhone,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,13,10,doggo,1907,6286,2016-05-03 00:00:00,2018-06-25 23:42:26,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,2,great_pyrenees,0.457164,True
